cell_id,donor,cell_type,species,batch_nn,dataset,batch,leiden
celseq2_D31.1_53-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.1_54-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.1_55-0,D31,ductal,human,celseq2,celseq2,0,10
celseq2_D31.1_56-0,D31,beta,human,celseq2,celseq2,0,12
celseq2_D31.1_58-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.1_59-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.1_60-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.1_61-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.1_62-0,D31,ductal,human,celseq2,celseq2,0,1
celseq2_D31.1_63-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.1_64-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.1_65-0,D31,gamma,human,celseq2,celseq2,0,17
celseq2_D31.1_66-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.1_67-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.1_68-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.1_69-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.1_70-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.1_72-0,D31,ductal,human,celseq2,celseq2,0,1
celseq2_D31.1_73-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.1_74-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.1_75-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.1_76-0,D31,ductal,human,celseq2,celseq2,0,1
celseq2_D31.1_77-0,D31,ductal,human,celseq2,celseq2,0,1
celseq2_D31.1_78-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.1_79-0,D31,gamma,human,celseq2,celseq2,0,17
celseq2_D31.1_80-0,D31,gamma,human,celseq2,celseq2,0,17
celseq2_D31.1_81-0,D31,gamma,human,celseq2,celseq2,0,17
celseq2_D31.1_82-0,D31,ductal,human,celseq2,celseq2,0,1
celseq2_D31.1_83-0,D31,ductal,human,celseq2,celseq2,0,1
celseq2_D31.1_84-0,D31,ductal,human,celseq2,celseq2,0,1
celseq2_D31.1_85-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.1_86-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.1_87-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.1_88-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.1_89-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.1_90-0,D31,ductal,human,celseq2,celseq2,0,1
celseq2_D31.1_91-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.1_92-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.1_93-0,D31,ductal,human,celseq2,celseq2,0,1
celseq2_D31.2_1-0,D31,beta,human,celseq2,celseq2,0,12
celseq2_D31.2_2-0,D31,alpha,human,celseq2,celseq2,0,7
celseq2_D31.2_3-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.2_4-0,D31,stellate,human,celseq2,celseq2,0,13
celseq2_D31.2_5-0,D31,delta,human,celseq2,celseq2,0,11
celseq2_D31.2_6-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.2_7-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.2_9-0,D31,alpha,human,celseq2,celseq2,0,7
celseq2_D31.2_10-0,D31,ductal,human,celseq2,celseq2,0,1
celseq2_D31.2_11-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.2_12-0,D31,delta,human,celseq2,celseq2,0,12
celseq2_D31.2_13-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.2_14-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.2_15-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.2_17-0,D31,ductal,human,celseq2,celseq2,0,1
celseq2_D31.2_18-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.2_19-0,D31,stellate,human,celseq2,celseq2,0,13
celseq2_D31.2_20-0,D31,ductal,human,celseq2,celseq2,0,1
celseq2_D31.2_21-0,D31,ductal,human,celseq2,celseq2,0,1
celseq2_D31.2_22-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.2_23-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.2_24-0,D31,stellate,human,celseq2,celseq2,0,13
celseq2_D31.2_26-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.2_27-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.2_28-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.2_29-0,D31,delta,human,celseq2,celseq2,0,11
celseq2_D31.2_30-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.2_31-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.2_32-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.2_33-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.2_34-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.2_35-0,D31,ductal,human,celseq2,celseq2,0,1
celseq2_D31.2_36-0,D31,delta,human,celseq2,celseq2,0,11
celseq2_D31.2_37-0,D31,ductal,human,celseq2,celseq2,0,1
celseq2_D31.2_38-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.2_39-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.2_40-0,D31,ductal,human,celseq2,celseq2,0,1
celseq2_D31.2_41-0,D31,ductal,human,celseq2,celseq2,0,1
celseq2_D31.2_43-0,D31,beta,human,celseq2,celseq2,0,21
celseq2_D31.2_44-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.2_45-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.2_46-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.2_47-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.2_48-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.2_49-0,D31,beta,human,celseq2,celseq2,0,14
celseq2_D31.2_50-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.2_52-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.2_53-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.2_54-0,D31,ductal,human,celseq2,celseq2,0,1
celseq2_D31.2_55-0,D31,gamma,human,celseq2,celseq2,0,17
celseq2_D31.2_56-0,D31,alpha,human,celseq2,celseq2,0,7
celseq2_D31.2_57-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.2_58-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.2_59-0,D31,ductal,human,celseq2,celseq2,0,1
celseq2_D31.2_60-0,D31,gamma,human,celseq2,celseq2,0,17
celseq2_D31.2_61-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.2_62-0,D31,ductal,human,celseq2,celseq2,0,10
celseq2_D31.2_63-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.2_64-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.2_65-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.2_66-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.2_67-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.2_68-0,D31,ductal,human,celseq2,celseq2,0,1
celseq2_D31.2_69-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.2_70-0,D31,delta,human,celseq2,celseq2,0,11
celseq2_D31.2_71-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.2_72-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.2_73-0,D31,ductal,human,celseq2,celseq2,0,1
celseq2_D31.2_74-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.2_75-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.2_76-0,D31,ductal,human,celseq2,celseq2,0,1
celseq2_D31.2_77-0,D31,ductal,human,celseq2,celseq2,0,1
celseq2_D31.2_78-0,D31,ductal,human,celseq2,celseq2,0,1
celseq2_D31.2_79-0,D31,delta,human,celseq2,celseq2,0,11
celseq2_D31.2_80-0,D31,stellate,human,celseq2,celseq2,0,13
celseq2_D31.2_81-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.2_82-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.2_83-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.2_84-0,D31,ductal,human,celseq2,celseq2,0,1
celseq2_D31.2_85-0,D31,stellate,human,celseq2,celseq2,0,13
celseq2_D31.2_86-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.2_87-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.2_89-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.2_91-0,D31,stellate,human,celseq2,celseq2,0,13
celseq2_D31.2_92-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.2_93-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.2_94-0,D31,ductal,human,celseq2,celseq2,0,1
celseq2_D31.3_1-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.3_2-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.3_3-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.3_4-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.3_5-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.3_10-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.3_12-0,D31,ductal,human,celseq2,celseq2,0,1
celseq2_D31.3_13-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.3_14-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.3_15-0,D31,stellate,human,celseq2,celseq2,0,13
celseq2_D31.3_16-0,D31,delta,human,celseq2,celseq2,0,11
celseq2_D31.3_17-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.3_18-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.3_21-0,D31,ductal,human,celseq2,celseq2,0,1
celseq2_D31.3_22-0,D31,delta,human,celseq2,celseq2,0,12
celseq2_D31.3_23-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.3_24-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.3_25-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.3_26-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.3_27-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.3_28-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.3_29-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.3_30-0,D31,gamma,human,celseq2,celseq2,0,17
celseq2_D31.3_32-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.3_33-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.3_35-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.3_36-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.3_37-0,D31,ductal,human,celseq2,celseq2,0,1
celseq2_D31.3_39-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.3_40-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.3_41-0,D31,delta,human,celseq2,celseq2,0,12
celseq2_D31.3_42-0,D31,delta,human,celseq2,celseq2,0,11
celseq2_D31.3_43-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.3_45-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.3_46-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.3_47-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.3_48-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.3_50-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.3_51-0,D31,gamma,human,celseq2,celseq2,0,17
celseq2_D31.3_52-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.3_53-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.3_54-0,D31,gamma,human,celseq2,celseq2,0,17
celseq2_D31.3_55-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.3_56-0,D31,gamma,human,celseq2,celseq2,0,17
celseq2_D31.3_57-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.3_59-0,D31,stellate,human,celseq2,celseq2,0,13
celseq2_D31.3_60-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.3_61-0,D31,gamma,human,celseq2,celseq2,0,17
celseq2_D31.3_62-0,D31,delta,human,celseq2,celseq2,0,12
celseq2_D31.3_63-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.3_64-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.3_65-0,D31,ductal,human,celseq2,celseq2,0,1
celseq2_D31.3_66-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.3_67-0,D31,delta,human,celseq2,celseq2,0,11
celseq2_D31.3_68-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.3_69-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.3_70-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.3_71-0,D31,endothelial,human,celseq2,celseq2,0,16
celseq2_D31.3_72-0,D31,gamma,human,celseq2,celseq2,0,17
celseq2_D31.3_73-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.3_75-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.3_76-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.3_77-0,D31,gamma,human,celseq2,celseq2,0,17
celseq2_D31.3_78-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.3_79-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.3_80-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.3_81-0,D31,ductal,human,celseq2,celseq2,0,1
celseq2_D31.3_82-0,D31,ductal,human,celseq2,celseq2,0,1
celseq2_D31.3_83-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.3_84-0,D31,alpha,human,celseq2,celseq2,0,7
celseq2_D31.3_85-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.3_86-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.3_87-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.3_88-0,D31,delta,human,celseq2,celseq2,0,11
celseq2_D31.3_89-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.3_90-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.3_91-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.3_92-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.3_94-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.4_1-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.4_2-0,D31,delta,human,celseq2,celseq2,0,11
celseq2_D31.4_4-0,D31,gamma,human,celseq2,celseq2,0,17
celseq2_D31.4_5-0,D31,alpha,human,celseq2,celseq2,0,7
celseq2_D31.4_7-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.4_9-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.4_10-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.4_11-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.4_13-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.4_14-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.4_15-0,D31,gamma,human,celseq2,celseq2,0,17
celseq2_D31.4_16-0,D31,stellate,human,celseq2,celseq2,0,13
celseq2_D31.4_17-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.4_18-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.4_19-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.4_20-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.4_21-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.4_22-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.4_23-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.4_24-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.4_25-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.4_27-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.4_28-0,D31,delta,human,celseq2,celseq2,0,11
celseq2_D31.4_29-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.4_30-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.4_31-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.4_32-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.4_33-0,D31,ductal,human,celseq2,celseq2,0,1
celseq2_D31.4_34-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.4_35-0,D31,ductal,human,celseq2,celseq2,0,1
celseq2_D31.4_36-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.4_37-0,D31,gamma,human,celseq2,celseq2,0,17
celseq2_D31.4_38-0,D31,ductal,human,celseq2,celseq2,0,1
celseq2_D31.4_39-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.4_40-0,D31,gamma,human,celseq2,celseq2,0,17
celseq2_D31.4_41-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.4_42-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.4_43-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.4_44-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.4_45-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.4_46-0,D31,delta,human,celseq2,celseq2,0,11
celseq2_D31.4_47-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.4_48-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.4_49-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.4_50-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.4_51-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.4_52-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.4_53-0,D31,alpha,human,celseq2,celseq2,0,7
celseq2_D31.4_54-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.4_55-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.4_56-0,D31,ductal,human,celseq2,celseq2,0,1
celseq2_D31.4_57-0,D31,ductal,human,celseq2,celseq2,0,1
celseq2_D31.4_58-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.4_59-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.4_60-0,D31,delta,human,celseq2,celseq2,0,11
celseq2_D31.4_61-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.4_62-0,D31,delta,human,celseq2,celseq2,0,11
celseq2_D31.4_63-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.4_64-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.4_65-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.4_66-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.4_67-0,D31,stellate,human,celseq2,celseq2,0,13
celseq2_D31.4_68-0,D31,ductal,human,celseq2,celseq2,0,1
celseq2_D31.4_69-0,D31,ductal,human,celseq2,celseq2,0,1
celseq2_D31.4_70-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.4_71-0,D31,ductal,human,celseq2,celseq2,0,1
celseq2_D31.4_72-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.4_73-0,D31,ductal,human,celseq2,celseq2,0,1
celseq2_D31.4_74-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.4_75-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.4_76-0,D31,ductal,human,celseq2,celseq2,0,1
celseq2_D31.4_77-0,D31,ductal,human,celseq2,celseq2,0,10
celseq2_D31.4_78-0,D31,delta,human,celseq2,celseq2,0,11
celseq2_D31.4_79-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.4_80-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.4_82-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.4_83-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.4_84-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.4_85-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.4_87-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.4_89-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.4_90-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.4_91-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.4_92-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.4_93-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.4_94-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.5_1-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.5_2-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.5_3-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.5_4-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.5_5-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.5_8-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.5_9-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.5_10-0,D31,alpha,human,celseq2,celseq2,0,15
celseq2_D31.5_11-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.5_12-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.5_13-0,D31,ductal,human,celseq2,celseq2,0,1
celseq2_D31.5_14-0,D31,ductal,human,celseq2,celseq2,0,1
celseq2_D31.5_15-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.5_16-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.5_17-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.5_18-0,D31,delta,human,celseq2,celseq2,0,11
celseq2_D31.5_19-0,D31,ductal,human,celseq2,celseq2,0,1
celseq2_D31.5_20-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.5_21-0,D31,alpha,human,celseq2,celseq2,0,15
celseq2_D31.5_22-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.5_23-0,D31,delta,human,celseq2,celseq2,0,11
celseq2_D31.5_24-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.5_26-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.5_27-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.5_29-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.5_30-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.5_32-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.5_34-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.5_35-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.5_36-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.5_37-0,D31,ductal,human,celseq2,celseq2,0,1
celseq2_D31.5_38-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.5_39-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.5_41-0,D31,ductal,human,celseq2,celseq2,0,1
celseq2_D31.5_42-0,D31,delta,human,celseq2,celseq2,0,11
celseq2_D31.5_44-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.5_45-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.5_46-0,D31,delta,human,celseq2,celseq2,0,11
celseq2_D31.5_47-0,D31,stellate,human,celseq2,celseq2,0,13
celseq2_D31.5_48-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.5_49-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.5_50-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.5_51-0,D31,ductal,human,celseq2,celseq2,0,1
celseq2_D31.5_52-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.5_53-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.5_54-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.5_55-0,D31,delta,human,celseq2,celseq2,0,11
celseq2_D31.5_56-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.5_57-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.5_58-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.5_59-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.5_60-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.5_61-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.5_62-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.5_63-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.5_64-0,D31,ductal,human,celseq2,celseq2,0,1
celseq2_D31.5_65-0,D31,ductal,human,celseq2,celseq2,0,1
celseq2_D31.5_66-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.5_67-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.5_68-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.5_69-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.5_70-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.5_71-0,D31,delta,human,celseq2,celseq2,0,11
celseq2_D31.5_72-0,D31,immune,human,celseq2,celseq2,0,23
celseq2_D31.5_73-0,D31,ductal,human,celseq2,celseq2,0,1
celseq2_D31.5_74-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.5_75-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.5_76-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.5_77-0,D31,stellate,human,celseq2,celseq2,0,13
celseq2_D31.5_78-0,D31,stellate,human,celseq2,celseq2,0,13
celseq2_D31.5_80-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.5_81-0,D31,ductal,human,celseq2,celseq2,0,1
celseq2_D31.5_82-0,D31,stellate,human,celseq2,celseq2,0,13
celseq2_D31.5_83-0,D31,stellate,human,celseq2,celseq2,0,13
celseq2_D31.5_84-0,D31,delta,human,celseq2,celseq2,0,11
celseq2_D31.5_85-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.5_86-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.5_87-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.5_88-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.5_89-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.5_90-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.5_91-0,D31,ductal,human,celseq2,celseq2,0,1
celseq2_D31.5_92-0,D31,acinar,human,celseq2,celseq2,0,5
celseq2_D31.5_93-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.5_94-0,D31,beta,human,celseq2,celseq2,0,4
celseq2_D31.6_1-0,D31,stellate,human,celseq2,celseq2,0,13
celseq2_D31.6_2-0,D31,alpha,human,celseq2,celseq2,0,0
celseq2_D31.6_4-0,D31,ductal,human,celseq2,celseq2,0,1
celseq2_D31.6_6-0,D31,endothelial,human,celseq2,celseq2,0,16
